household_id,family_id,person_id,first_person_record,person_expansion_factor,person_number,family_role,age,sex,race,currently_studies,education_level,activity_status,individual_income_status,individual_income,stopped_transport_due_pandemic,stopped_metro_monorail,stopped_train,stopped_bus_van,stopped_chartered_transport,stopped_school_transport,stopped_car,stopped_conventional_taxi,stopped_ride_hailing,stopped_motorcycle,stopped_bicycle,school_zone,school_municipality,school_x,school_y,school_type,school_attendance_mode,school_hybrid_frequency_unit,school_hybrid_frequency,primary_work_zone,primary_work_municipality,primary_work_x,primary_work_y,primary_work_at_home,primary_work_external,primary_work_occupation,primary_work_activity_sector,primary_work_employment_relationship,primary_work_mode,primary_work_hybrid_frequency_unit,primary_work_hybrid_frequency,secondary_work_zone,secondary_work_municipality,secondary_work_x,secondary_work_y,secondary_work_at_home,secondary_work_external,secondary_work_occupation,secondary_work_activity_sector,secondary_work_employment_relationship,secondary_work_mode,secondary_work_hybrid_frequency_unit,secondary_work_hybrid_frequency
14700083,147000831,14700083104,1,133.72599,4,3,10,2,1,3,1,8,2,0,N,N,N,N,N,N,N,N,N,N,N,147,36,335439,7405839,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700083,147000831,14700083105,1,411.713539,5,3,1,1,4,2,1,6,2,0,N,N,N,N,N,N,N,N,N,N,N,147,36,334984,7405494,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700089,147000891,14700089101,1,249.679217,1,1,39,2,1,1,4,1,1,5000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,70,36,328109,7389317,2,N,PROFESSORA ENSINO INFANTIL,11,1,1,,,0,0,0,0,0,,,0,0,0,,
14700089,147000891,14700089102,1,359.897971,2,2,43,1,1,1,5,1,1,10000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,376,15,349986,7406329,2,N,ADVOGADO,13,1,1,,,0,0,0,0,0,,,0,0,0,,
14700089,147000891,14700089103,1,352.507209,3,3,21,2,1,1,4,5,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700090,147000901,14700090101,1,359.897971,1,1,41,1,1,1,5,1,1,9000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,135,36,334251,7401696,2,N,CIRURGIAO DENTISTA (CONSULTORIO PROPRIO),10,7,1,,,0,0,0,0,0,,,0,0,0,,
14700090,147000901,14700090102,1,249.679217,2,2,39,2,1,1,5,1,1,10000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,76,36,330540,7391466,2,N,GERENTE COMERCIAL,4,1,1,,,0,0,0,0,0,,,0,0,0,,
14700090,147000901,14700090103,1,663.561884,3,3,6,1,1,3,1,8,2,0,N,N,N,N,N,N,N,N,N,N,N,148,36,335118,7405015,2,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700090,147000901,14700090104,1,320.212793,4,3,4,1,1,2,1,6,2,0,N,N,N,N,N,N,N,N,N,N,N,148,36,335118,7405015,2,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700090,147000901,14700090105,1,320.212793,5,3,1,2,1,1,1,6,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700092,147000921,14700092101,1,96.748206,1,1,64,1,1,1,1,4,1,1600,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700092,147000922,14700092201,1,171.977682,1,1,59,2,1,1,2,7,2,0,S,S,S,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700092,147000922,14700092202,1,171.977682,2,2,59,1,1,1,3,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,803,0,307190,7434651,2,N,AUXILIAR DE ESCRITORIO,3,1,1,,,0,0,0,0,0,,,0,0,0,,
14700103,147001031,14700103101,1,120.486569,1,1,65,1,1,1,5,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,2,36,333432,7395986,2,N,DESEMBARGADOR,13,3,1,,,0,0,0,0,0,,,0,0,0,,
14700103,147001031,14700103102,1,120.486569,2,2,65,2,4,1,4,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700108,147001081,14700108101,1,75.246525,1,1,63,1,4,1,4,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700108,147001081,14700108102,1,103.792004,2,4,92,2,1,1,1,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700108,147001081,14700108103,1,120.501553,3,4,67,1,4,1,5,4,3,,S,S,S,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700109,147001091,14700109101,1,75.246525,1,1,64,2,4,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,148,36,334367,7404779,2,N,ASSISTENTE ADMINISTRATIVO,4,1,3,1,4,0,0,0,0,0,,,0,0,0,,
14700109,147001091,14700109102,1,130.784352,2,2,70,2,1,1,4,4,1,2600,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700124,147001241,14700124101,1,202.656834,1,1,53,2,4,1,2,2,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,147,36,335046,7406080,3,N,DIARISTA,14,6,1,,,0,0,0,0,0,,,0,0,0,,
14700137,147001371,14700137101,1,75.246525,1,1,64,1,1,1,5,5,1,3000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700162,147001621,14700162101,1,374.840163,1,1,34,2,4,1,4,1,1,2100,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,147,36,335077,7405421,2,N,AUXILIAR DE VENDAS,4,1,1,,,0,0,0,0,0,,,0,0,0,,
14700162,147001621,14700162102,1,592.867639,2,3,19,1,4,1,4,5,2,0,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700162,147001621,14700162103,1,75.246525,3,4,62,2,4,1,4,1,1,1410,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,100,36,327163,7397163,2,N,EMPREGADA DOMESTICA,14,2,1,,,0,0,0,0,0,,,0,0,0,,
14700172,147001721,14700172101,1,120.501553,1,1,67,2,1,1,5,4,1,6000,S,S,S,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700172,147001721,14700172102,1,130.784352,2,2,71,1,1,1,5,1,1,6000,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,147,36,335890,7404716,1,N,ENG. CIVIL/ ORCAMENTO,12,5,2,,,0,0,0,0,0,,,0,0,0,,
14700178,147001781,14700178101,1,65.384045,1,1,71,1,4,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,236,36,336304,7390992,2,S,MOTORISTA OFICIAL,13,3,1,,,0,0,0,0,0,,,0,0,0,,
14700178,147001781,14700178102,1,120.486569,2,2,68,2,1,1,4,4,1,1375,S,S,S,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700178,147001781,14700178103,1,179.926609,3,3,43,1,4,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,135,36,334342,7402048,2,N,POLIDOR,14,1,1,,,0,0,0,0,0,,,0,0,0,,
14700187,147001871,14700187101,1,75.246525,1,1,63,2,2,1,4,4,1,1585,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700187,147001871,14700187102,1,75.246525,2,2,62,1,2,1,4,1,1,3100,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,152,36,335654,7402518,2,S,VENDEDOR AMBULANTE,4,5,1,,,0,0,0,0,0,,,0,0,0,,
14700187,147001871,14700187103,1,352.507209,3,3,20,1,2,1,3,1,1,2000,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,147,36,335116,7405172,2,N,JARDINEIRO,4,6,1,,,0,0,0,0,0,,,0,0,0,,
14700190,147001901,14700190101,1,77.834323,1,1,76,2,1,1,4,4,1,1375,S,S,S,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700190,147001901,14700190102,1,333.024876,2,3,48,1,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,147,36,335460,7405746,2,N,COMERCIANTE,9,8,1,,,0,0,0,0,0,,,0,0,0,,
14700230,147002301,14700230101,1,95.535765,1,1,55,1,4,1,4,1,1,2500,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,148,36,334953,7404402,2,N,CHEFE DE COZINHA,9,1,1,,,0,0,0,0,0,,,0,0,0,,
14700230,147002301,14700230102,1,267.500141,2,3,35,2,4,1,4,2,1,1200,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,147,36,335304,7405863,1,N,COZINHEIRO /FAZ SALGADOS PARA VENDER,9,6,1,,,0,0,0,0,0,,,0,0,0,,
14700230,147002301,14700230103,1,129.102385,3,2,65,2,1,1,1,2,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,147,36,335304,7405863,1,N,COZINHEIRA FAZ SALGADOS PARA VENDER,9,8,1,,,0,0,0,0,0,,,0,0,0,,
14700244,147002441,14700244101,1,151.973725,1,1,53,1,1,1,5,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,150,36,338207,7409659,2,N,PROFESSOR DE LINGUA PORTUGUESA,11,3,1,,,0,0,0,0,0,,,0,0,0,,
14700244,147002441,14700244102,1,151.973725,2,2,53,2,1,1,5,2,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,148,36,335136,7405029,2,N,ADVOGADA,12,4,1,,,0,0,0,0,0,,,0,0,0,,
14700244,147002441,14700244103,1,207.986592,3,3,13,1,1,3,2,8,2,0,S,S,S,S,N,N,N,N,N,N,N,147,36,335359,7405240,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700244,147002441,14700244104,1,592.793918,4,3,19,1,1,5,4,8,2,0,S,S,S,S,N,N,N,N,N,N,N,165,36,335728,7398778,2,3,1,3,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700244,147002441,14700244105,1,193.501429,5,4,25,1,4,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,154,36,335847,7402521,2,N,GARCOM,9,1,1,,,0,0,0,0,0,,,0,0,0,,
14700251,147002511,14700251101,1,103.792004,1,1,76,1,1,1,5,4,1,5000,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,147,36,335091,7405803,2,N,CONTADOR,12,4,1,,,0,0,0,0,0,,,0,0,0,,
14700276,147002761,14700276101,1,77.834323,1,1,86,1,1,1,5,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700276,147002761,14700276102,1,77.834323,2,2,85,2,1,1,4,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700287,147002871,14700287101,1,249.679217,1,1,35,1,1,1,4,1,1,1800,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,147,36,335527,7405705,2,N,BALCONISTA,4,1,1,,,0,0,0,0,0,,,0,0,0,,
14700287,147002871,14700287102,1,374.840163,2,2,34,2,1,1,4,1,1,1700,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,147,36,335460,7405746,2,N,BALCONISTA,4,1,1,,,0,0,0,0,0,,,0,0,0,,
14700287,147002871,14700287103,1,624.037374,3,3,13,1,4,3,1,8,2,0,S,S,N,S,N,N,N,N,N,N,N,147,36,336130,7404878,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700297,147002971,14700297101,1,95.535765,1,1,57,1,1,1,2,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,147,36,335588,7405905,1,N,COMERCIANTE,4,8,1,,,0,0,0,0,0,,,0,0,0,,
14700297,147002971,14700297102,1,217.121522,2,2,50,2,1,1,2,7,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700297,147002971,14700297103,1,125.88917,3,3,21,1,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,140,36,329259,7399838,2,N,CABELEIREIRO,8,1,1,,,0,0,0,0,0,,,0,0,0,,
14700306,147003061,14700306101,1,65.384045,1,1,74,1,1,1,4,4,3,,S,S,S,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700325,147003251,14700325101,1,451.423011,1,1,63,1,1,1,4,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700325,147003251,14700325102,1,534.960365,2,2,59,2,1,1,5,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700325,147003251,14700325103,1,77.834323,3,4,86,2,1,1,1,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700325,147003251,14700325104,1,176.231688,4,3,23,2,1,6,5,1,3,,N,N,N,N,N,N,N,N,N,N,N,340,36,324948,7393175,1,3,1,2,301,36,326908,7386519,2,N,COORDENADORA ADMINISTRATIVA,4,1,1,,,0,0,0,0,0,,,0,0,0,,
14700325,147003251,14700325105,1,176.231688,5,3,21,1,1,5,4,8,2,0,N,N,N,N,N,N,N,N,N,N,N,1,36,332943,7394670,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700365,147003651,14700365101,1,179.926609,1,1,40,1,4,1,5,1,1,2500,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,154,36,335855,7402554,2,N,TESOURARIA,12,1,3,1,2,0,0,0,0,0,,,0,0,0,,
14700365,147003651,14700365102,1,374.472255,2,2,35,2,4,1,5,1,1,2000,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,154,36,336046,7402697,2,N,CONTABIL,12,6,3,1,3,0,0,0,0,0,,,0,0,0,,
14700392,147003921,14700392101,1,193.501429,1,1,28,1,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,429,32,345824,7381951,2,N,SEGURANCA,14,1,1,,,0,0,0,0,0,,,0,0,0,,
14700392,147003921,14700392102,1,193.501429,2,2,26,2,4,5,5,1,1,1700,N,N,N,N,N,N,N,N,N,N,N,24,36,332834,7393463,2,3,1,4,135,36,334367,7402146,2,N,FARMACEUTICA,4,1,1,,,0,0,0,0,0,,,0,0,0,,
14700415,147004151,14700415101,1,276.45124,1,1,26,1,4,5,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,166,36,340956,7396167,2,1,N,N,47,36,338558,7393141,2,N,PESQUISADOR DE PRECOS,4,1,1,,,0,0,0,0,0,,,0,0,0,,
14700426,147004261,14700426101,1,125.88917,1,1,24,2,2,1,4,2,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,147,36,335584,7406006,1,N,TRANCISTA AFRO,8,6,1,,,0,0,0,0,0,,,0,0,0,,
14700499,147004991,14700499101,1,93.412748,1,1,71,2,1,1,1,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700596,147005961,14700596101,1,749.587106,1,1,34,2,1,4,3,1,1,1450,N,N,N,N,N,N,N,N,N,N,N,5,36,332475,7395298,2,2,N,N,254,36,339595,7391451,2,N,AUTONOMA VENDEDORA DE VARIOS PRODUTOS,4,6,3,1,3,0,0,0,0,0,,,0,0,0,,
14700596,147005961,14700596102,1,207.986592,2,3,14,2,4,3,2,8,2,0,S,S,N,S,N,N,N,N,N,N,N,154,36,336984,7403344,2,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700668,147006681,14700668101,1,374.472255,1,1,38,1,1,1,5,1,1,20000,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,113,36,323256,7398288,2,N,GERENTE COMERCIAL,4,1,1,,,0,0,0,0,0,,,0,0,0,,
14700668,147006681,14700668102,1,333.024876,2,2,48,2,1,1,5,1,1,10000,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,75,36,331127,7392054,2,N,GER DE OPERACOES,4,1,3,1,2,0,0,0,0,0,,,0,0,0,,
14700668,147006681,14700668103,1,176.231688,3,3,23,2,1,5,4,1,1,2000,S,S,N,S,N,N,N,N,N,N,N,61,36,331918,7388656,2,1,N,N,136,36,330359,7399432,2,N,PSICOLOGA,10,1,1,,,0,0,0,0,0,,,0,0,0,,
14700668,147006681,14700668104,1,207.986592,4,3,14,2,1,3,1,5,2,0,S,S,N,S,N,N,N,N,N,N,N,153,36,334926,7403759,2,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700734,147007341,14700734101,1,193.501429,1,1,25,2,4,5,4,5,2,0,S,S,N,S,N,N,N,N,N,N,N,0,0,668782,7455630,2,2,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700734,147007341,14700734102,1,663.479372,2,3,5,2,4,2,1,8,2,0,S,S,N,S,N,N,N,N,N,N,N,141,36,331231,7404243,2,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700734,147007341,14700734103,1,640.34595,3,3,2,2,1,1,1,6,2,0,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700734,147007341,14700734104,1,65.384045,4,4,71,2,4,1,4,4,1,1420,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700734,147007341,14700734105,1,65.384045,5,4,72,1,1,1,2,4,1,1400,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14700786,147007861,14700786101,1,179.926609,1,1,42,1,4,1,4,1,1,3000,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,147,36,335539,7404835,1,S,MURALISTA GRAFITEIRO,14,5,3,1,3,0,0,0,0,0,,,0,0,0,,
14700786,147007861,14700786102,1,179.926609,2,2,41,2,1,1,5,1,1,3800,S,S,N,S,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,81,36,328993,7392055,2,N,GESTORA CULTURAL,14,1,1,,,0,0,0,0,0,,,0,0,0,,
14800001,148000011,14800001101,1,103.577468,1,1,69,1,1,1,3,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,135,36,334964,7401807,2,N,AJUDANTE GERAL,11,6,1,,,0,0,0,0,0,,,0,0,0,,
14800001,148000011,14800001102,1,103.577468,2,2,69,2,1,1,3,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800004,148000041,14800004101,1,41.570745,1,1,70,1,4,1,1,4,1,1600,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800004,148000041,14800004102,1,41.570745,2,2,70,2,4,1,2,4,1,1412,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800004,148000041,14800004103,1,153.101763,3,3,39,2,4,1,1,4,1,1412,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800006,148000061,14800006101,1,40.488207,1,1,86,2,1,1,2,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800006,148000061,14800006102,1,107.599063,2,3,60,1,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,367,15,341355,7401587,2,N,ADMINISTRADOR DE EMPRESA,5,7,1,,,0,0,0,0,0,,,0,0,0,,
14800006,148000061,14800006103,1,127.600082,3,4,55,2,1,1,4,1,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,52,36,333253,7390256,2,S,MOTORISTA,6,1,1,,,0,0,0,0,0,,,0,0,0,,
14800008,148000081,14800008101,1,40.488207,1,1,75,2,4,1,5,4,1,1320,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800008,148000081,14800008102,1,40.488207,2,2,75,1,1,1,4,4,1,2640,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800008,148000081,14800008103,1,214.470817,3,3,34,1,1,1,5,1,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,1,36,332942,7394902,2,N,ADVOGADO,12,4,1,,,0,0,0,0,0,,,0,0,0,,
14800009,148000091,14800009101,1,63.846112,1,1,30,1,4,1,4,1,1,3000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,144,36,333310,7402158,2,N,DEDETIZADOR,12,1,1,,,0,0,0,0,0,,,0,0,0,,
14800009,148000091,14800009102,1,63.846112,2,2,33,2,1,1,4,7,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800009,148000091,14800009103,1,169.53034,3,3,6,1,4,3,1,8,2,0,N,N,N,N,N,N,N,N,N,N,N,148,36,334106,7404865,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800009,148000091,14800009104,1,163.684467,4,3,4,1,4,2,1,6,2,0,N,N,N,N,N,N,N,N,N,N,N,153,36,335476,7403784,1,1,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800010,148000101,14800010101,1,41.570745,1,1,74,1,1,1,4,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800010,148000101,14800010102,1,41.570745,2,2,74,2,1,1,5,4,3,,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800010,148000101,14800010103,1,153.101763,3,3,35,1,1,1,4,5,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800011,148000111,14800011101,1,40.488207,1,1,80,1,3,1,5,4,1,8000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800011,148000111,14800011102,1,40.488207,2,2,86,2,3,1,4,4,1,4000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800012,148000121,14800012101,1,40.488207,1,1,90,2,1,1,4,4,1,5000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800012,148000121,14800012102,1,107.599063,2,3,62,1,1,1,5,1,1,16000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,136,36,329879,7398811,2,N,FISCAL DE PLANEJAMENTO,13,3,1,,,0,0,0,0,0,,,0,0,0,,
14800013,148000131,14800013101,1,103.577468,1,1,69,1,1,1,4,1,1,400,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,270,36,330259,7387210,2,N,ESCRITURARIO,12,3,1,,,0,0,0,0,0,,,0,0,0,,
14800013,148000131,14800013102,1,289.854336,2,2,54,2,1,1,4,1,1,4000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,270,36,330259,7387210,2,N,ESCRITURARIA,12,3,1,,,0,0,0,0,0,,,0,0,0,,
14800013,148000131,14800013103,1,201.764287,3,3,20,1,1,1,4,5,2,0,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800013,148000131,14800013104,1,282.795153,4,3,18,1,1,5,4,8,2,0,N,N,N,N,N,N,N,N,N,N,N,340,36,323528,7393259,1,2,N,N,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,,0,0,0,,
14800014,148000141,14800014101,1,289.854336,1,1,53,1,1,1,4,1,1,7000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,148,36,334121,7405410,1,N,TECNICO EM ELETRONICA,14,5,1,,,0,0,0,0,0,,,0,0,0,,
14800014,148000141,14800014102,1,257.339311,2,2,44,2,1,1,5,1,1,7000,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,N,N,N,92,36,330722,7397837,2,N,ADVOGADA,12,4,3,1,3,0,0,0,0,0,,,0,0,0,,
